-2.841784954071044922e+00,-7.647068023681640625e+00
1.151255798339843750e+01,2.909839451313018799e-01
8.454082489013671875e+00,1.525006413459777832e+00
5.159224987030029297e+00,-2.386334180831909180e+00
-4.741104602813720703e+00,5.652824401855468750e+00
-7.322268486022949219e+00,-6.090092182159423828e+00
-1.559746742248535156e+01,1.682721614837646484e+00
-1.645326042175292969e+01,2.264899492263793945e+00
-1.638732528686523438e+01,2.251678466796875000e+00
-1.225391483306884766e+01,-2.108552455902099609e+00
7.284790873527526855e-01,-4.669294357299804688e+00
-4.799118041992187500e+00,-8.873538017272949219e+00
-1.011396884918212891e+01,-7.963624477386474609e+00
-1.703853416442871094e+01,-3.811075210571289062e+00
-4.955920219421386719e+00,-1.304624462127685547e+01
1.056787490844726562e+00,-7.263200759887695312e+00
-9.602463722229003906e+00,-8.341258049011230469e+00
-1.197555899620056152e+00,-6.733258247375488281e+00
1.055259323120117188e+01,-2.953978300094604492e+00
-1.272738218307495117e+00,-4.600065231323242188e+00
-8.553889274597167969e+00,-1.481086969375610352e+00
-7.838442325592041016e+00,-9.492865800857543945e-01
-2.243920803070068359e+00,-1.003353977203369141e+01
1.059381842613220215e+00,-6.507826328277587891e+00
7.728399276733398438e+00,-2.425276279449462891e+00
2.973816871643066406e+00,-3.807097911834716797e+00
4.772299289703369141e+00,-8.715278625488281250e+00
1.233080387115478516e+00,-2.317184209823608398e+00
-9.086935997009277344e+00,8.919189453125000000e+00
6.967502593994140625e+00,-4.928583621978759766e+00
-9.612758636474609375e+00,1.075154018402099609e+01
3.278756618499755859e+00,-2.595264911651611328e-01
-5.680497169494628906e+00,-4.600379467010498047e+00
-8.500086784362792969e+00,-4.555856704711914062e+00
9.031083106994628906e+00,8.862020492553710938e+00
3.622918844223022461e+00,-1.678039741516113281e+01
-7.353179454803466797e+00,3.176892995834350586e+00
3.595901250839233398e+00,-1.681540489196777344e+01
-8.966980934143066406e+00,6.646836757659912109e+00
7.330819606781005859e+00,-4.535759449005126953e+00
5.972549438476562500e+00,-8.297197818756103516e-01
-1.298235797882080078e+01,-7.253126621246337891e+00
4.566687583923339844e+00,-7.649678230285644531e+00
-4.516819953918457031e+00,-5.833414077758789062e+00
-7.376300334930419922e+00,-1.952168941497802734e-01
4.001247406005859375e+00,-1.253131675720214844e+01
-4.182730197906494141e+00,-5.770119667053222656e+00
5.345443248748779297e+00,-1.257896661758422852e+00
-4.849855422973632812e+00,5.758734703063964844e+00
7.936569213867187500e+00,-1.033803272247314453e+01
4.583102226257324219e+00,-6.178818225860595703e+00
-8.902005195617675781e+00,7.511846065521240234e+00
-1.346948909759521484e+01,-7.941148281097412109e+00
5.785562038421630859e+00,-2.732826471328735352e+00
-1.130963039398193359e+01,-7.722960948944091797e+00
-2.612168550491333008e+00,-2.548760652542114258e+00
-6.997802734375000000e+00,-6.606770038604736328e+00
4.953141510486602783e-01,-5.594515800476074219e+00
-1.044610977172851562e+01,-3.834029674530029297e+00
5.748207569122314453e+00,9.015011787414550781e+00
-2.966820240020751953e+00,-3.245276212692260742e+00
-1.714055061340332031e+00,-5.142982959747314453e+00
-1.018804836273193359e+01,6.112198829650878906e-01
-6.334933280944824219e+00,-1.147413921356201172e+01
-3.551960706710815430e+00,1.238994076848030090e-01
1.107358455657958984e+00,4.322673797607421875e+00
-1.053366851806640625e+01,4.472860813140869141e+00
4.298124790191650391e+00,-1.100259971618652344e+01
1.462720632553100586e-01,-1.037503147125244141e+01
-1.768425226211547852e+00,2.122583985328674316e-01
-4.729387462139129639e-01,-1.644168019294738770e+00
4.162961483001708984e+00,-1.209434509277343750e+01
-1.357664012908935547e+01,-6.883502006530761719e+00
